certificate_id,batch_id,asset_name,technology,country,generation_start,generation_end,issue_date,received_date,allocated_date,retired_date,status,quantity_mwh,counterparty,contract_id,account,last_updated,source_file
REG-POOL-0030,BATCH-SOL-002,Solar Asset 3,Solar,GB,2024-08-29,2024-09-27,2024-10-13,2024-10-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0031,BATCH-HYD-003,Hydro Asset 4,Hydro,GB,2024-09-28,2024-10-27,2024-11-12,2024-11-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0032,BATCH-BIO-003,Biomass Asset 5,Biomass,GB,2024-10-28,2024-11-26,2024-12-12,2024-12-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0033,BATCH-WIN-003,Wind Asset 6,Wind,GB,2024-11-27,2024-12-26,2025-01-11,2025-01-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0034,BATCH-SOL-003,Solar Asset 7,Solar,GB,2024-12-27,2025-01-25,2025-02-10,2025-02-15,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0035,BATCH-HYD-003,Hydro Asset 8,Hydro,GB,2025-01-26,2025-02-24,2025-03-12,2025-03-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0036,BATCH-BIO-003,Biomass Asset 9,Biomass,GB,2025-02-25,2025-03-26,2025-04-11,2025-04-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0037,BATCH-WIN-003,Wind Asset 1,Wind,GB,2024-04-01,2024-04-30,2024-05-16,2024-05-21,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0038,BATCH-SOL-003,Solar Asset 2,Solar,GB,2024-05-01,2024-05-30,2024-06-15,2024-06-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0039,BATCH-HYD-003,Hydro Asset 3,Hydro,GB,2024-05-31,2024-06-29,2024-07-15,2024-07-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0040,BATCH-BIO-003,Biomass Asset 4,Biomass,GB,2024-06-30,2024-07-29,2024-08-14,2024-08-19,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0041,BATCH-WIN-004,Wind Asset 5,Wind,GB,2024-07-30,2024-08-28,2024-09-13,2024-09-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0042,BATCH-SOL-004,Solar Asset 6,Solar,GB,2024-08-29,2024-09-27,2024-10-13,2024-10-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0043,BATCH-HYD-004,Hydro Asset 7,Hydro,GB,2024-09-28,2024-10-27,2024-11-12,2024-11-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0044,BATCH-BIO-004,Biomass Asset 8,Biomass,GB,2024-10-28,2024-11-26,2024-12-12,2024-12-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0045,BATCH-WIN-004,Wind Asset 9,Wind,GB,2024-11-27,2024-12-26,2025-01-11,2025-01-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0046,BATCH-SOL-004,Solar Asset 1,Solar,GB,2024-12-27,2025-01-25,2025-02-10,2025-02-15,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0047,BATCH-HYD-004,Hydro Asset 2,Hydro,GB,2025-01-26,2025-02-24,2025-03-12,2025-03-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0048,BATCH-BIO-004,Biomass Asset 3,Biomass,GB,2025-02-25,2025-03-26,2025-04-11,2025-04-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0049,BATCH-WIN-004,Wind Asset 4,Wind,GB,2024-04-01,2024-04-30,2024-05-16,2024-05-21,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0050,BATCH-SOL-004,Solar Asset 5,Solar,GB,2024-05-01,2024-05-30,2024-06-15,2024-06-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0051,BATCH-HYD-005,Hydro Asset 6,Hydro,GB,2024-05-31,2024-06-29,2024-07-15,2024-07-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0052,BATCH-BIO-005,Biomass Asset 7,Biomass,GB,2024-06-30,2024-07-29,2024-08-14,2024-08-19,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0053,BATCH-WIN-005,Wind Asset 8,Wind,GB,2024-07-30,2024-08-28,2024-09-13,2024-09-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0054,BATCH-SOL-005,Solar Asset 9,Solar,GB,2024-08-29,2024-09-27,2024-10-13,2024-10-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0055,BATCH-HYD-005,Hydro Asset 1,Hydro,GB,2024-09-28,2024-10-27,2024-11-12,2024-11-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0056,BATCH-BIO-005,Biomass Asset 2,Biomass,GB,2024-10-28,2024-11-26,2024-12-12,2024-12-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0057,BATCH-WIN-005,Wind Asset 3,Wind,GB,2024-11-27,2024-12-26,2025-01-11,2025-01-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0058,BATCH-SOL-005,Solar Asset 4,Solar,GB,2024-12-27,2025-01-25,2025-02-10,2025-02-15,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0059,BATCH-HYD-005,Hydro Asset 5,Hydro,GB,2025-01-26,2025-02-24,2025-03-12,2025-03-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0060,BATCH-BIO-005,Biomass Asset 6,Biomass,GB,2025-02-25,2025-03-26,2025-04-11,2025-04-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0061,BATCH-WIN-006,Wind Asset 7,Wind,GB,2024-04-01,2024-04-30,2024-05-16,2024-05-21,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0062,BATCH-SOL-006,Solar Asset 8,Solar,GB,2024-05-01,2024-05-30,2024-06-15,2024-06-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0063,BATCH-HYD-006,Hydro Asset 9,Hydro,GB,2024-05-31,2024-06-29,2024-07-15,2024-07-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0064,BATCH-BIO-006,Biomass Asset 1,Biomass,GB,2024-06-30,2024-07-29,2024-08-14,2024-08-19,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0065,BATCH-WIN-006,Wind Asset 2,Wind,GB,2024-07-30,2024-08-28,2024-09-13,2024-09-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0066,BATCH-SOL-006,Solar Asset 3,Solar,GB,2024-08-29,2024-09-27,2024-10-13,2024-10-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0067,BATCH-HYD-006,Hydro Asset 4,Hydro,GB,2024-09-28,2024-10-27,2024-11-12,2024-11-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0068,BATCH-BIO-006,Biomass Asset 5,Biomass,GB,2024-10-28,2024-11-26,2024-12-12,2024-12-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0069,BATCH-WIN-006,Wind Asset 6,Wind,GB,2024-11-27,2024-12-26,2025-01-11,2025-01-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0070,BATCH-SOL-006,Solar Asset 7,Solar,GB,2024-12-27,2025-01-25,2025-02-10,2025-02-15,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0071,BATCH-HYD-007,Hydro Asset 8,Hydro,GB,2025-01-26,2025-02-24,2025-03-12,2025-03-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0072,BATCH-BIO-007,Biomass Asset 9,Biomass,GB,2025-02-25,2025-03-26,2025-04-11,2025-04-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0073,BATCH-WIN-007,Wind Asset 1,Wind,GB,2024-04-01,2024-04-30,2024-05-16,2024-05-21,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0074,BATCH-SOL-007,Solar Asset 2,Solar,GB,2024-05-01,2024-05-30,2024-06-15,2024-06-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0075,BATCH-HYD-007,Hydro Asset 3,Hydro,GB,2024-05-31,2024-06-29,2024-07-15,2024-07-20,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0076,BATCH-BIO-007,Biomass Asset 4,Biomass,GB,2024-06-30,2024-07-29,2024-08-14,2024-08-19,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0077,BATCH-WIN-007,Wind Asset 5,Wind,GB,2024-07-30,2024-08-28,2024-09-13,2024-09-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0078,BATCH-SOL-007,Solar Asset 6,Solar,GB,2024-08-29,2024-09-27,2024-10-13,2024-10-18,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0079,BATCH-HYD-007,Hydro Asset 7,Hydro,GB,2024-09-28,2024-10-27,2024-11-12,2024-11-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0080,BATCH-BIO-007,Biomass Asset 8,Biomass,GB,2024-10-28,2024-11-26,2024-12-12,2024-12-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0081,BATCH-WIN-008,Wind Asset 9,Wind,GB,2024-11-27,2024-12-26,2025-01-11,2025-01-16,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0082,BATCH-SOL-008,Solar Asset 1,Solar,GB,2024-12-27,2025-01-25,2025-02-10,2025-02-15,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0083,BATCH-HYD-008,Hydro Asset 2,Hydro,GB,2025-01-26,2025-02-24,2025-03-12,2025-03-17,2025-03-20,2025-06-15,Retired,250,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-POOL-0084,BATCH-HYD-008,Hydro Asset 4,Hydro,GB,2024-04-01,2024-04-30,2024-05-16,2024-05-21,2025-03-20,2025-06-15,Retired,150,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
,BATCH-WIN-020,Wind Asset 3,Wind,GB,2024-11-27,2024-12-26,2025-01-11,2025-01-16,,,Available,50,,,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-DUP-0001,BATCH-WIN-020,Wind Asset 4,Wind,GB,2024-12-27,2025-01-25,2025-02-10,2025-02-15,2025-03-20,2025-06-15,Retired,75,Corporate Buyer A,C-001,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-DUP-0001,BATCH-WIN-020,Wind Asset 5,Wind,GB,2025-01-26,2025-02-24,2025-03-12,2025-03-17,2025-03-20,2025-06-15,Retired,75,Corporate Buyer A,C-001,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0001,BATCH-SOL-020,Solar Asset 6,Solar,GB,2025-02-25,2025-03-26,2025-02-10,2025-04-16,2025-03-20,2025-01-15,Retired,100,Corporate Buyer B,C-002,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0002,BATCH-WIN-020,Wind Asset 7,Wind,GB,2024-04-01,2024-04-30,2024-05-16,2024-05-21,2025-03-20,,Allocated,100,Corporate Buyer A,,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0003,BATCH-WIN-020,Wind Asset 8,Wind,GB,2024-05-01,2024-05-30,2024-06-15,2024-06-20,2025-03-20,2025-06-15,Retired,100,Unknown Buyer,C-999,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0004,BATCH-WIN-020,Wind Asset 9,Wind,GB,2024-05-31,2024-06-29,2024-07-15,2024-07-20,2025-03-20,2025-06-15,Retired,100,Corporate Buyer B,C-002,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0005,BATCH-WIN-020,Wind Asset 1,Wind,GB,2025-04-01,2025-04-30,2024-08-14,2024-08-19,2025-03-20,2025-06-15,Retired,100,Corporate Buyer A,C-001,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0006,BATCH-WIN-020,Wind Asset 2,Wind,IE,2024-07-30,2024-08-28,2024-09-13,2024-09-18,2025-03-20,2025-06-15,Retired,100,Corporate Buyer A,C-001,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0007,BATCH-SOL-020,Solar Asset 3,Solar,GB,2024-08-29,2024-09-27,2024-10-13,2024-10-18,,,Available,100,Corporate Buyer B,C-002,REGO Operating Account,2025-03-30,
REG-BAD-0008,BATCH-WIN-021,Wind Asset 4,Wind,GB,2024-09-28,2024-10-27,2024-11-12,2024-11-17,,,Available,100,,,REGO Operating Account,2024-09-01,synthetic_rego_ledger.csv
REG-BAD-0009,BATCH-WIN-021,Wind Asset 5,Wind,GB,,2024-10-27,2024-12-12,2024-12-17,2025-03-20,2025-06-15,Retired,1,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0010,BATCH-SOL-021,Solar Asset 6,Solar,GB,2024-11-27,2024-12-26,,2025-01-16,2025-03-20,2025-06-15,Retired,1,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0011,BATCH-HYD-021,Hydro Asset 7,Hydro,GB,2024-12-27,2025-01-25,2025-02-10,2025-02-15,2025-03-20,2025-06-15,Retired,,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
REG-BAD-0012,BATCH-BIO-021,Biomass Asset 8,Biomass,GB,2025-01-26,2025-02-24,2025-03-12,2025-03-17,2025-03-20,2025-06-15,Retired,not_available,FMD Pool,C-003,REGO Operating Account,2025-03-30,synthetic_rego_ledger.csv
